AtcoCode,CommonName,Latitude,Longitude,Easting,Northing
700000003506,Ballinderry Railway Station,54.54360038,-6.20336008,316325,367626
700000003507,Glenavy Surgery,54.58945392,-6.2134402,315543,372713
700000003508,Chestnut Glen,54.59231225,-6.21413507,315490,373030
700000003509,The Beeches,54.61453766,-6.22192356,314924,375491
700000003510,Crumlin High School,54.61812947,-6.22240166,314883,375890
700000003511,Landgarve Manor,54.61628851,-6.22184721,314924,375686
700000003512,The Beeches,54.61467951,-6.22179353,314932,375507
700000003513,Glenavy Service Station,54.5954245,-6.21498913,315426,373375
700000003514,Chestnut Glen,54.5919681,-6.213949,315503,372992
700000003515,Glenavy Surgery,54.58834619,-6.21265329,315597,372591
700000003516,Ballinderry Railway Station,54.54326217,-6.20357583,316312,367588
700000003517,White Lane,54.52955715,-6.16149469,319075,366133
700000003518,Brookhill Bridge,54.529287,-6.14908658,319879,366124
700000003519,Brookmount Road,54.52145511,-6.12477497,321476,365294
700000003520,Greerstown Crossroads,54.51724761,-6.10902995,322508,364853
700000003521,Killultagh Road,54.5490803,-6.14030801,320389,368342
700000003522,Glenavy Road,54.55030069,-6.14079345,320354,368477
700000003523,Water Works,54.55719235,-6.14550395,320029,369236
700000003524,Johnston Park,54.59015906,-6.20947971,315797,372798
700000003525,Johnston Park,54.59082656,-6.21087377,315705,372870
700000003526,Water Works,54.55667629,-6.14466169,320085,369180
700000003527,Glenavy Road,54.55094998,-6.14094938,320342,368549
700000003528,Knocknadona,54.53034689,-6.09469055,323397,366336
700000003529,Meeting Street,54.48087154,-6.22475051,315117,360609
700000003530,Meeting Street,54.48090414,-6.22513484,315092,360612
700000003531,Station Road,54.67171286,-5.90021579,335515,382428
700000003532,Dillons  Avenue,54.67343966,-5.89772361,335670,382625
700000003533,Whiteabbey Presbyterian Church,54.67664579,-5.89298399,335965,382991
700000003534,Circular Road,54.67883397,-5.88913378,336206,383242
700000003535,Jordanstown Road,54.68258124,-5.88247281,336623,383672
700000003536,Ulster University Jordanstown Entrance,54.68378538,-5.87991339,336784,383811
700000003537,Belfast High School,54.68644974,-5.87403629,337154,384119
700000003538,Neills Lane,54.68819283,-5.87045555,337379,384320
700000003539,Shorelands,54.68965376,-5.86769583,337552,384488
700000003540,Lower Greenisland Station Road,54.6915,-5.86386094,337793,384701
700000003541,Fortfield Manor,54.69564299,-5.85729874,338202,385175
700000003542,Whinfield Lane,54.69776845,-5.85301369,338471,385420
700000003543,Island View,54.70007944,-5.84957163,338685,385684
700000003544,Seapark,54.70269651,-5.84566302,338928,385983
700000003545,Trooperslane Road,54.70569669,-5.84056984,339246,386327
700000003546,Sloefield Road,54.70773777,-5.83461149,339623,386566
700000003547,Ashbourne Manor,54.70899585,-5.83060303,339877,386714
700000003548,Shore Retail Park,54.71016478,-5.8271422,340096,386851
700000003549,Rhanbuoy Park,54.71151925,-5.82201077,340422,387012
700000003550,Model Primary School,54.71241678,-5.81746222,340712,387121
700000003551,Davys Street,54.71313157,-5.81175937,341077,387212
700000003552,Carrickfergus Castle,54.71364524,-5.80886064,341262,387275
700000003553,Joymount,54.7161723,-5.80402169,341565,387566
700000003554,Scotch Quarter,54.71839892,-5.79798777,341946,387826
700000003555,Green Street,54.71956719,-5.79454073,342164,387963
700000003556,Downshire Train Station [bus stop],54.72080448,-5.79192792,342328,388106
700000003557,Downshire Road,54.72263495,-5.78735783,342616,388319
700000003558,St Colmans Church,54.72416742,-5.78320721,342878,388498
700000003559,Carrickburn Road,54.72550223,-5.78004508,343077,388653
700000003560,Trailcock Road,54.72741029,-5.77678925,343280,388872
700000003561,Eden Primary School,54.72874578,-5.77367319,343476,389027
700000003562,Orange Hall,54.7297364,-5.77135214,343622,389142
700000003563,Larne Road,54.73318764,-5.76506059,344015,389539
700000003564,Salt Mines,54.73625388,-5.7578886,344466,389895
700000003565,Rawbrae Road,54.74410038,-5.74204816,345458,390801
700000003566,74-80 Belfast Road,54.74536811,-5.73006486,346225,390967
700000003567,Quay Lane,54.7464069,-5.72556457,346511,391092
700000003568,Raphael Road,54.75108429,-5.71627712,347092,391632
700000003569,Cable Road,54.75531473,-5.71953438,346867,392096
700000003570,Brooklands Park,54.7588189,-5.72048703,346793,392484
700000003571,Old Forde,54.75956543,-5.71432344,347187,392580
700000003572,Ranseyvn Drive,54.75789437,-5.7109996,347407,392401
700000003573,Whitehead Train Station [bus stop],54.75337315,-5.70948382,347521,391901
700000003574,Ranseyvn Drive,54.75742431,-5.71037361,347449,392350
700000003575,Old Forde,54.75952699,-5.71466742,347165,392575
700000003576,Brooklands,54.75878095,-5.72038041,346800,392480
700000003577,Cable Road,54.75458646,-5.7190316,346902,392016
700000003578,Raphael Road,54.75101679,-5.71603237,347108,391625
700000003579,74-80 Belfast Road,54.74525259,-5.73013345,346221,390954
700000003580,Rawbrae Road,54.74392548,-5.74230639,345442,390781
700000003581,Larne Road,54.73271963,-5.76550558,343988,389486
700000003582,Orange Hall,54.72930684,-5.77193464,343586,389093
700000003583,Trailcock Road,54.72664457,-5.77815075,343195,388784
700000003584,Carrickburn Road,54.7254853,-5.77961134,343105,388652
700000003585,Eden Primary School,54.72801172,-5.77480019,343406,388943
700000003586,St Colmans Church,54.72387291,-5.78331643,342872,388465
700000003587,Downshire Road,54.72241394,-5.78755615,342604,388294
700000003588,Downshire Train Station [bus stop],54.72060248,-5.79169055,342344,388084
700000003589,12-20 Green Street,54.71980159,-5.7935967,342224,387991
700000003590,Scotch Quarter,54.71816079,-5.7982335,341931,387799
700000003591,Joymount,54.71589937,-5.80433133,341546,387535
700000003592,Carrickfergus Castle,54.71355127,-5.80863293,341277,387265
700000003593,Davys Street,54.71276854,-5.81305148,340995,387169
700000003594,Model Primary School,54.71251622,-5.81550151,340838,387136
700000003595,Rhanbuoy Park,54.71131948,-5.82239392,340398,386989
700000003596,Shore Retail Park,54.71029625,-5.82595581,340172,386868
700000003597,Ashbourne Manor,54.70917334,-5.82947629,339949,386736
700000003598,Sloefield Road,54.70718776,-5.83550974,339567,386503
700000003599,Trooperslane Road,54.70534716,-5.84061944,339244,386288
700000003600,Seapark,54.70127884,-5.84728961,338828,385822
700000003601,Whinfield Lane,54.69751793,-5.85307346,338468,385392
700000003602,Fortfield Manor,54.6954651,-5.85740119,338196,385155
700000003603,Russels Cellars,54.69397316,-5.86042702,338006,384983
700000003604,Lower Greenisland Station Road,54.69142088,-5.86447001,337754,384691
700000003605,Shorelands,54.68954819,-5.86731362,337577,384477
700000003606,Neills Lane,54.68735665,-5.8714454,337318,384225
700000003607,Belfast High School,54.68667253,-5.87290801,337226,384146
700000003608,Ulster University Jordanstown Entrance,54.6833882,-5.88032178,336759,383766
700000003609,Jordanstown Road,54.68157084,-5.88378147,336542,383557
700000003610,Circular Road,54.67814154,-5.89013105,336144,383163
700000003611,Dillons  Avenue,54.673981,-5.8963003,335760,382688
700000003612,Station Road,54.67129176,-5.90028404,335512,382381
700000003613,Abbey Green,54.6883108,-5.91807831,334308,384241
700000003614,Abbey Community College,54.69025587,-5.9178081,334319,384458
700000003615,Lisbane  Avenue,54.69187412,-5.91786481,334310,384638
700000003616,Monkstown Top Road,54.69557422,-5.91776835,334304,385050
700000003617,Oaklands,54.69633112,-5.91267258,334630,385144
700000003618,The Brambles,54.69651157,-5.9106312,334761,385168
700000003619,98-102 Old Carrick Road,54.6984624,-5.90081972,335387,385404
700000003620,Old Carrick Road,54.70032963,-5.89347831,335854,385626
700000003621,Farm Lodge,54.70078238,-5.88903334,336139,385685
700000003622,34-42 Upper Road,54.70115597,-5.88572493,336351,385733
700000003623,Lesley Chase,54.70274101,-5.87822638,336829,385924
700000003624,Greenisland Presbyterian Church,54.7036559,-5.87454806,337063,386033
700000003625,Downview Road,54.70539677,-5.86981775,337362,386236
700000003626,Knockmore Park,54.71143827,-5.8501808,338607,386947
700000003627,Upper Road,54.72601097,-5.83851151,339309,388592
700000003628,Prospect Road,54.73153674,-5.83498788,339517,389214
700000003629,Hillview,54.73259232,-5.83221446,339692,389337
700000003630,Meadow Hill,54.73392095,-5.82663144,340047,389496
700000003631,Windslow Heights,54.73423018,-5.82383554,340226,389536
700000003632,Berkeley Road,54.73453025,-5.81953396,340502,389578
700000003634,Milebush Corner,54.73494772,-5.81477569,340807,389634
700000003635,Red Brae Road,54.73537536,-5.81108817,341043,389689
700000003636,Sullatober Road,54.73676643,-5.80801623,341236,389850
700000003637,Bradford Heights,54.74051402,-5.80012668,341731,390283
700000003638,Copperwood Road,54.74249562,-5.79495636,342057,390514
700000003639,Thralcot Link,54.74414892,-5.79051785,342337,390707
700000003640,84-92 Marshallstown Road,54.74594486,-5.77964106,343031,390929
700000003641,Milltown Cemetery,54.76202197,-5.75248614,344722,392774
700000003642,Woodlands,54.77425859,-5.74613451,345087,394149
700000003643,Island Road,54.77563645,-5.73761792,345630,394320
700000003644,Ballycarry Halt,54.77743113,-5.72788048,346250,394540
700000003645,Lough Cottage,54.77845218,-5.71956918,346781,394671
700000003646,Duffs Corner,54.77768488,-5.71317712,347195,394599
700000003647,Mcreas Brae,54.76421188,-5.71247651,347289,393101
700000003648,Mcraes Brae,54.76443227,-5.71272824,347272,393125
700000003649,Duffs Corner,54.77763337,-5.71330438,347187,394593
700000003650,Lough Cottage,54.77819568,-5.71978569,346768,394642
700000003651,Ballycarry Halt,54.77736539,-5.72772873,346260,394533
700000003652,Island Road,54.77553569,-5.73751474,345637,394309
700000003653,Woodlands,54.77414392,-5.74624968,345080,394136
700000003654,Ballycarry Village,54.77324128,-5.75135111,344755,394025
700000003655,Main Street,54.77177625,-5.75084181,344793,393863
700000003656,Milltown,54.76205443,-5.75229789,344734,392778
700000003657,84-92 Marshallstown Road,54.74585352,-5.78004988,343005,390918
700000003658,Thralcot Link,54.74410149,-5.79038065,342346,390702
700000003659,Copperwood Road,54.74250206,-5.79481624,342066,390515
700000003660,Bradford Heights,54.74030478,-5.80047967,341709,390259
700000003661,Sullatober Road,54.73667583,-5.80797454,341239,389840
700000003662,Red Brae Road,54.73534479,-5.81088796,341056,389686
700000003663,Milebush Corner,54.7348723,-5.81408102,340852,389627
700000003664,Berkeley Road,54.73452415,-5.81869582,340556,389579
700000003665,Windslow Heights,54.73444558,-5.821821,340355,389564
700000003666,Meadow Hill,54.73385561,-5.8264952,340056,389489
700000003667,Hillview,54.73217365,-5.83291997,339648,389289
700000003668,Prospect Road,54.73147872,-5.83475808,339532,389208
700000003669,Upper Road,54.7259288,-5.83843826,339314,388583
700000003670,Knockmore Park,54.71065247,-5.85197591,338494,386856
700000003671,Downview Road,54.7061695,-5.86777566,337491,386326
700000003672,Greenisland Presbyterian Church,54.70349051,-5.8748515,337044,386014
700000003673,Lesley Chase,54.70274184,-5.87776089,336859,385925
700000003674,17-25 Upper Road,54.70110811,-5.88555676,336362,385728
700000003675,Farm Lodge,54.700856,-5.88758671,336232,385696
700000003676,Old Carrick Road,54.70019929,-5.89373328,335838,385611
700000003677,98-102 Old Carrick Road,54.69836446,-5.90087131,335384,385393
700000003678,Hedgelea,54.69706771,-5.90641422,335031,385238
700000003679,The Brambles,54.69644579,-5.91046395,334772,385161
700000003680,Oaklands,54.69624295,-5.91277018,334624,385134
700000003681,Monkstown Top Road,54.69557209,-5.91764436,334312,385050
700000003682,Lisbane  Avenue,54.69171912,-5.91773315,334319,384621
700000003683,Jordanstown Road,54.68929872,-5.91753141,334340,384352
700000003684,Straidwalk,54.73028753,-5.80946841,341165,389126
700000003685,Oakfield Church,54.73123481,-5.80769391,341276,389235
700000003686,Oakfield Primary School,54.73263427,-5.80757174,341279,389391
700000003687,Beechfield Close,54.73526908,-5.80769338,341262,389684
700000003688,Church Of Nazarene,54.73662868,-5.80586527,341375,389839
700000003689,Bessfield,54.73831954,-5.80446944,341459,390030
700000003690,Milebush Cottages,54.73439548,-5.81305086,340920,389576
700000003691,Oakland Park,54.73192928,-5.81231426,340976,389303
700000003692,Carrickfergus Grammar School,54.72908411,-5.81148951,341039,388988
700000003693,Carrickfergus Academy Senior Campus,54.72745045,-5.81058401,341103,388808
700000003694,Northlands,54.72576762,-5.81242895,340990,388617
700000003695,Sunnylands,54.72586286,-5.81521812,340810,388622
700000003696,Thorndale Square,54.72472253,-5.81625746,340747,388493
700000003697,Chichester Square,54.72335536,-5.81567902,340789,388342
700000003698,Sunnylands Roundabout,54.72194726,-5.81482343,340849,388187
700000003699,Bridewell Drive,54.72246104,-5.81093066,341098,388252
700000003700,Golf Club,54.73687759,-5.81516868,340775,389848
700000003701,Golf Club,54.72265042,-5.80848339,341255,388278
700000003702,Prince William Way,54.72059766,-5.80775599,341309,388051
700000003703,Victoria Street,54.71649381,-5.80887769,341251,387592
700000003704,Irish Gate,54.71506909,-5.81008749,341178,387431
700000003705,Lacken Walk,54.67534099,-5.91571883,334503,382802
700000003706,Lacken Gardens,54.6742409,-5.91653488,334454,382678
700000003707,Tulleevin Walk,54.67370411,-5.91823677,334346,382615
700000003708,Renagh Park,54.67312594,-5.92066938,334191,382546
700000003709,Altnacreeve Park,54.67241629,-5.92120175,334159,382466
700000003710,Glanroy Terrace,54.67143021,-5.92185674,334120,382355
700000003711,Doonbeg Drive,54.67052698,-5.92472431,333938,382249
700000003712,Old Grange Drive,54.72893872,-5.79504075,342099,389005
700000003713,Castle Road,54.72545668,-5.79181463,342319,388624
700000003714,Downshire Road,54.72649431,-5.79008158,342427,388743
700000003715,Alexander Road,54.72743815,-5.78961104,342454,388849
700000003716,Dromore Road,54.72916864,-5.78350855,342841,389054
700000003717,Grasmere Park,54.72751053,-5.77833623,343180,388880
700000003718,Castleburn,54.72890292,-5.77930021,343113,389033
700000003719,Dromore Road,54.72926614,-5.78294431,342877,389066
700000003720,Alexander Road,54.72734252,-5.78978701,342443,388838
700000003721,Castle Road,54.7252744,-5.79216606,342297,388603
700000003722,Victoria Road,54.72230435,-5.79189292,342325,388273
700000003723,Old Grange Drive,54.72832665,-5.79498085,342105,388937
700000003724,Ulidia School,54.72925393,-5.79705744,341968,389036
700000003725,Glenburn Manor,54.72811877,-5.80183857,341664,388900
700000003726,Longfield Gardens,54.69382499,-5.86425064,337760,384959
700000003727,Knockleigh Drive,54.69513271,-5.86605888,337639,385101
700000003728,Glassillan Grove,54.69689145,-5.86847959,337477,385292
700000003729,Glassillan Court Shops,54.69627756,-5.87035775,337358,385220
700000003730,Rossmore Green,54.69672018,-5.87304926,337183,385264
700000003731,Greenisland Estate,54.69601237,-5.87521148,337046,385181
700000003732,Glassillan Grove,54.69627787,-5.87190898,337258,385217
700000003733,Abbeyfield Sheltered Dwelling,54.69673182,-5.86962038,337404,385272
700000003734,Glassillan Grove,54.69666783,-5.86802594,337507,385268
700000003735,Knockleigh Drive,54.69466996,-5.86529207,337690,385051
700000003736,Longfield Gardens,54.69350967,-5.86369329,337797,384925
700000003737,2-10 Upper Station Road,54.70118786,-5.8741962,337094,385759
700000003738,Greenisland Train Station [bus stop],54.70023849,-5.87181018,337251,385658
700000003739,105-113 Station Road,54.69810336,-5.86995183,337378,385424
700000003740,Belfast High School Campus [bus stop],54.6862011,-5.87522793,337078,384089
700000003741,Langley Hall,54.68505583,-5.87755196,336932,383957
700000003742,Northcott Shopping Centre,54.67730181,-5.96391615,331388,382929
700000003743,Queens Park,54.67745419,-5.96015634,331630,382953
700000003744,Main Street,54.7717163,-5.75100055,344783,393856
700000003745,West Street,54.77347984,-5.75161764,344737,394051
700000003746,Dalways Bawn Road,54.7470228,-5.76154926,344192,391086
700000003747,Jennings Park,54.68989182,-5.91335992,334607,384426
700000003748,Hollybank Court,54.68887237,-5.91051198,334794,384318
700000003749,Hollybank Primary School,54.68690276,-5.90831791,334942,384103
700000003750,Seagoe Gardens,54.68553911,-5.90635649,335073,383955
700000003751,Hollybank Way,54.68431571,-5.90575265,335116,383820
700000003752,Devenish Drive,54.68408003,-5.90615248,335091,383793
700000003753,Seagoe Gardens,54.68576152,-5.90674825,335047,383979
700000003754,Hollybank Primary School,54.68739699,-5.9093626,334873,384156
700000003755,Hollybank Court,54.68884811,-5.91066832,334784,384315
700000003756,Ulster University Jordanstown,54.68621326,-5.88568003,336404,384070
700000003757,Three Mile Water,54.69116634,-5.92899089,333595,384538
700000003758,Woodford Road,54.69372921,-5.93754659,333035,384807
700000003759,Christine Park,54.69233406,-5.94427144,332606,384639
700000003760,Beechgrove Drive,54.68999506,-5.94939935,332283,384369
700000003761,Mossley Crescent,54.69501401,-5.95184519,332109,384923
700000003762,Mossley Mill,54.69589626,-5.95088553,332168,385023
700000003763,Hazelburn,54.69053564,-5.94842598,332344,384431
700000003764,Glenkyle Park,54.69126347,-5.94683823,332444,384515
700000003765,Mossley Primary School,54.6923895,-5.9443617,332600,384645
700000003766,Ravendale,54.69374203,-5.94147027,332782,384801
700000003767,Altnacreeve Park,54.67233629,-5.92125234,334156,382457
700000003768,Rathfern Way,54.6747933,-5.93041369,333557,382713
700000003769,Rathfern Way,54.67372899,-5.91863859,334320,382617
700000003770,Lacken Gardens,54.67479169,-5.91669272,334442,382739
700000003771,Lacken Walk,54.6754392,-5.91568279,334505,382813
700000003772,Rathcoole Drive,54.6588946,-5.91183421,334808,380979
700000003773,Armoy Gardens,54.6600411,-5.91527803,334582,381100
700000003774,Avonlea Gardens,54.66191693,-5.91620488,334516,381307
700000003775,Belmore Gardens,54.66324264,-5.91805896,334392,381451
700000003776,Clonbeg Drive,54.66164408,-5.92124053,334192,381267
700000003777,Clonmore Walk,54.66250049,-5.9255986,333908,381354
700000003778,West Crescent,54.66307528,-5.92978517,333636,381410
700000003779,Bridge Street,54.60045176,-5.92776479,333972,374444
700000003780,Bridge Street,54.60030233,-5.92795809,333960,374427
700000003781,Carnreagh Bend,54.66415618,-5.92889319,333690,381532
700000003782,Rathcoole Primary School,54.66727384,-5.92836248,333714,381880
700000003783,Rathcoole Leisure Park,54.66861009,-5.92454305,333956,382036
700000003784,Derrycoole Walk,54.66893887,-5.92013927,334239,382081
700000003785,Eastway,54.66797923,-5.91710354,334438,381980
700000003786,Rathmullan Drive,54.66588529,-5.91603268,334514,381749
700000003787,Rathmullan Drive,54.66578157,-5.9162705,334499,381737
700000003788,Green End,54.66595498,-5.91433954,334623,381760
700000003789,Green End,54.66595454,-5.91483558,334591,381759
700000003790,Eastway,54.66789265,-5.91729399,334426,381970
700000003791,Derrycoole Park,54.66894778,-5.91961176,334273,382083
700000003792,Braden Glen,54.66829386,-5.92548927,333896,381999
700000003793,Rathcoole Primary School,54.66732582,-5.92772429,333755,381887
700000003794,Carnreagh Bend,54.66434918,-5.92861987,333707,381554
700000003795,White Church,54.70025459,-5.92086401,334089,385565
700000003796,Monkstown Baptist Church,54.6898033,-5.91030904,334804,384422
700000003797,White Church,54.68978687,-5.91561422,334462,384410
700000003798,White Church,54.68989237,-5.91652389,334403,384420
700000003799,Abbey Community College,54.6900909,-5.91814225,334298,384439
700000003800,Loughview Terrace,54.68120585,-5.90985144,334862,383466
700000003801,Glenville Park,54.6775458,-5.89927898,335556,383079
700000003802,Glendun Court,54.67767981,-5.89975272,335525,383093
700000003803,Abbeyhill Road,54.68076281,-5.90864921,334941,383419
700000003804,Clonmore Walk,54.66252317,-5.92534945,333924,381357
700000003805,Rathcoole Diamond,54.66394802,-5.91727888,334440,381531
700000003806,Rathcoole Youth Centre,54.6634695,-5.91662138,334484,381479
700000003807,Avonlea Gardens,54.66202146,-5.91601354,334528,381319
700000003808,Armoy Gardens,54.66008466,-5.91519831,334587,381105
700000003809,Rathcoole Drive,54.6589857,-5.91190702,334803,380989
700000003810,Dominican College Fortwilliam,54.62847068,-5.93219402,333594,377554
700000003811,Cypress Crescent,54.6356171,-5.53984818,358900,379166
700000003812,Monaghan Street,54.1772456,-6.34444431,308153,326626
700000003813,Camlough Road,54.18082764,-6.35078043,307730,327015
700000003814,Derrybeg,54.18431935,-6.35644719,307351,327395
700000003815,Egyptian Arch,54.18574027,-6.36446399,306824,327541
700000003816,Camlough Road,54.18705612,-6.37338931,306238,327674
700000003817,Derrymore Road,54.18718702,-6.37776558,305952,327682
700000003818,High Street,54.18608235,-6.38381396,305560,327550
700000003819,Newry Road,54.18431455,-6.39270639,304984,327340
700000003820,Main Street,54.18074316,-6.40996951,303866,326917
700000003821,Kanes Corner,54.17668827,-6.41931447,303266,326452
700000003822,Lake End,54.16946721,-6.436725,302147,325623
700000003823,Mcnallys,54.16586312,-6.44356737,301709,325212
700000003824,Lislea,54.15990199,-6.45369626,301062,324534
700000003825,Lislea Post Office,54.1540022,-6.46025338,300648,323868
700000003826,Longfield Road,54.14584896,-6.46274445,300505,322957
700000003827,Tierneys Crossroads,54.13533896,-6.48559447,299037,321755
700000003828,Murphys,54.12612949,-6.48415595,299153,320732
700000003829,Quinns,54.11983637,-6.48242796,299281,320034
700000003831,Mullaghbawn,54.10815486,-6.47805353,299595,318740
700000003832,Community Centre,54.10898755,-6.47924627,299515,318831
700000003833,8-16 Dunreavy Park,54.1124612,-6.48467003,299152,319210
700000003834,Murphys,54.11797177,-6.49277352,298609,319812
700000003835,Cunninghams,54.12208398,-6.49757996,298285,320263
700000003836,Dalys,54.12564372,-6.49916438,298173,320657
700000003837,Redmonds O'Hanlons,54.12942424,-6.50260745,297939,321073
700000003838,Anngduff,54.12959596,-6.51428896,297175,321076
700000003839,Aughanduff Road,54.12613237,-6.51829827,296921,320685
700000003841,Ummeracam Road,54.11391136,-6.52693084,296385,319313
700000003842,Donnelly's Shop,54.10207971,-6.52776302,296358,317995
700000003845,Mccanns,54.09442371,-6.55285706,294734,317109
700000003846,Cregganduff Road,54.09311788,-6.56309728,294067,316950
700000003847,7-15 Newry Road,54.08700322,-6.57475498,293318,316254
700000003848,Creamery Road,54.08222547,-6.59786994,291816,315692
700000003849,Crossmaglen Square,54.07719578,-6.60729829,291210,315120
700000003850,Creamery Road,54.08228043,-6.59795977,291810,315698
700000003851,Cumiskeys,54.08515732,-6.58889253,292397,316030
700000003852,Newry Road,54.0870063,-6.57501467,293301,316254
700000003853,Grants,54.09119159,-6.56958304,293647,316727
700000003854,Cregganduff Road,54.09321087,-6.56185602,294148,316962
700000003855,Drumill Bridge,54.09449666,-6.55294623,294728,317117
700000003856,Fords Cross,54.09890795,-6.53880536,295643,317627
700000003857,Hanlons,54.10038847,-6.534213,295940,317798
700000003860,Mccanns,54.11883916,-6.52433962,296543,319865
700000003861,Aughanduff Road,54.12613036,-6.51886432,296884,320684
700000003862,Annduff,54.12899037,-6.51472367,297148,321008
700000003863,O'Hanlons,54.12941222,-6.50236311,297955,321072
700000003864,Cunninghams,54.1230128,-6.49785227,298265,320366
700000003865,O'Rahilly Park,54.118254,-6.49306916,298589,319843
700000003866,Dunreavy Park,54.11266871,-6.48473892,299147,319233
700000003867,Community Centre,54.10926904,-6.47948061,299499,318862
700000003868,Mullaghbawn Bridge,54.10830212,-6.47762001,299623,318757
700000003869,Conway Park,54.1116739,-6.47781757,299602,319132
700000003870,O'Hares,54.11557999,-6.47976957,299465,319564
700000003871,Strains,54.12417056,-6.48413569,299159,320514
700000003872,Mullaghans Road,54.1362126,-6.48219648,299257,321857
700000003873,Longfield Road,54.14553132,-6.46320004,300476,322921
700000003874,Lislea Post Office,54.15362387,-6.4608797,300608,323825
700000003875,Hall Road,54.15965781,-6.45427181,301025,324506
700000003876,Ballynalack Road,54.16958296,-6.43664407,302152,325636
700000003877,Kanes Corner,54.1765911,-6.4194407,303258,326441
700000003878,Main Street,54.18025472,-6.41176502,303750,326860
700000003880,Green Road,54.18544215,-6.39169755,305047,327467
700000003881,High Street,54.18618908,-6.3837332,305565,327562
700000003882,Camlough Road,54.18716243,-6.3732779,306245,327686
700000003883,Egyptian Arch,54.18585929,-6.3646278,306813,327554
700000003884,Newry Train Station [bus stop],54.1884707,-6.36241053,306951,327848
700000003885,Derrybeg,54.18439703,-6.35621433,307366,327404
700000003886,Camlough Road,54.18095336,-6.35077542,307730,327029
700000003887,Southern Regional College Newry West Campus,54.17668393,-6.34541633,308091,326562
700000003888,Francis Street,54.17338536,-6.34337334,308233,326198
700000003889,Daisy Hill Hospital,54.17881677,-6.35090641,307727,326791
700000003890,Hospital Road,54.18325386,-6.35606054,307379,327277
700000003891,Carnagat Park,54.18293491,-6.35753669,307283.46,327239.26
700000003892,Carnmore Drive,54.17949792,-6.35472382,307476,326861
700000003893,St Malachy's Primary School,54.17487743,-6.35653065,307370,326344
700000003894,Carnmore Drive,54.17926047,-6.35444223,307495,326835
700000003895,Carnagat Park,54.18024202,-6.35591964,307396,326942
700000003896,Parkhead,54.18126157,-6.35754879,307287,327053
700000003897,Parkhead,54.18308638,-6.35761432,307278,327256
700000003898,Daisy Hill Hospital,54.18063643,-6.35256484,307614,326991
700000003899,Monaghan Row,54.17821378,-6.3495213,307819,326726
700000003900,Monaghan Street,54.17721269,-6.34335819,308224,326624
700000003902,Swimming Pool,54.17934763,-6.34768407,307936,326855
700000003903,Jennings Park,54.18098622,-6.34858373,307873,327036
700000003904,Slieve Gullion Road,54.18232428,-6.34918907,307830,327184
700000003905,St Brigid's Church,54.18463841,-6.34955642,307800,327441
700000003906,Second Avenue,54.1849763,-6.35389352,307516,327472
700000003907,Main Avenue,54.18475513,-6.3534887,307543,327448
700000003908,Main Avenue,54.18545102,-6.35575889,307393,327522
700000003909,Second Avenue,54.18501764,-6.35363145,307533,327477
700000003910,St Brigid's Church,54.18465553,-6.34949447,307804,327443
700000003911,Jennings Park,54.18197926,-6.34892709,307848,327146
700000003912,The Fold,54.17880106,-6.34713915,307973,326795
700000003913,Dorans Hill,54.17304193,-6.3464959,308030,326155
700000003914,Community Centre,54.17120166,-6.34923391,307856,325946
700000003915,Loanda,54.16776633,-6.35557226,307451,325554
700000003916,Loanda,54.17293998,-6.35282482,307617,326134
700000003917,Altnaveigh Park,54.17564616,-6.35755693,307301,326428
700000003918,47-55 Loanda Crescent,54.17173051,-6.3509519,307742.44,326002.24
700000003919,29-37 Loanda Crescent,54.17314207,-6.35117814,307724,326159
700000003920,Community Centre,54.17153912,-6.34894482,307874,325984
700000003921,Dorans Hill,54.17295008,-6.34700494,307997,326144
700000003922,Buttercrane Shopping Centre,54.172213,-6.34044925,308427,326072
700000003923,Dromalane Chapel,54.16799459,-6.34273127,308289,325599
700000003924,Dromalane,54.16420343,-6.34145887,308382,325179
700000003925,Dromalane,54.16210524,-6.33981271,308495,324948
700000003926,Fathom Line,54.1606746,-6.33640995,308721,324794
700000003927,Buttercrane Shopping Centre,54.17287739,-6.34106585,308385,326145
700000003928,Southern Regional College Newry West Campus,54.17641664,-6.34558016,308081,326532
700000003929,St Josephs School,54.17839286,-6.34032431,308419,326760
700000003930,St Josephs School,54.17885843,-6.34085706,308383,326811
700000003931,St Josephs School,54.17884237,-6.34099555,308374,326809
700000003932,Canal Street,54.18097337,-6.33980738,308446,327048
700000003933,Chequer Hill,54.18251915,-6.34113938,308355,327218
700000003934,St Colman's College,54.18505454,-6.34387186,308170,327496
700000003935,Violet Hill Avenue,54.18684406,-6.34594506,308030,327692
700000003936,Larchmont,54.18984823,-6.34945609,307793,328021
700000003937,Drumgullion,54.18828285,-6.34734301,307935,327850
700000003938,St Colman's College,54.1851247,-6.3437465,308178,327504
700000003939,Chequer Hill,54.18250393,-6.34133912,308342,327216
700000003940,2-8 Richmond Court,54.18111144,-6.34004692,308430,327063
700000003941,Toll House Park,54.18661142,-6.3342809,308792,327684
700000003942,Laurel Grove,54.19021966,-6.3353155,308715,328084
700000003943,Damolly,54.19259122,-6.33918851,308456,328342
700000003944,Springhill,54.19400835,-6.3390091,308464,328500
700000003945,Shandon Park,54.19258983,-6.33583311,308675,328347
700000003946,2-10 Shandon Villas,54.1942211,-6.33619659,308647,328528
